date	empire	kingdom	phylum	class	order	family	genus	species	size	unit	analysis	biomass	biomass_w  
1980-02-06	prokaryota	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Leptothrix	pseudovacuolata		ug/l	all	0.00357142857142857	0.00210125828038937
1980-03-05	eukaryota									ug/l	biomass only	3.66	2.30887045609003
1980-03-05	eukaryota								(>4 um)	ug/l	biomass only	46.0428571428571	28.3813762339436
1980-03-05	eukaryota	Chromista	Cryptophyta	Cryptophyceae	Cryptomonadales	Cryptomonadaceae	Cryptomonas	sp		ug/l	all	7.05	4.47039361845502
1980-03-05	eukaryota	Chromista	Cryptophyta	Cryptophyceae	Pyrenomonadales	Pyrenomonadaceae	Rhodomonas	sp		ug/l	all	37.4285714285714	20.556107887304
1980-03-05	eukaryota	Chromista	Ochrophyta	Bacillariophyceae						ug/l	biomass only	0.742857142857143	0.506894900914807
1980-03-05	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	granulata	(>9 um)	ug/l	all	20.5428571428571	11.83929600616
1980-03-05	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	sp		ug/l	all	1.54285714285714	0.885042353793652
1980-03-05	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Centrales				small	ug/l	biomass only	24.3428571428571	12.9101832589908
1980-03-05	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Cymbellales	Cymbellaceae	Cymbella	sp		ug/l	all	0.342857142857143	0.126045823159526
1980-03-05	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Cymbellales	Gomphonemataceae	Gomphonema	sp		ug/l	all	0.228571428571429	0.13334715053902
1980-03-05	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Asterionella	formosa		ug/l	all	5.97142857142857	4.08337792999531
1980-03-05	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Diatoma	vulgaris		ug/l	all	0.392857142857143	0.534086902615346
1980-03-05	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria	crotonensis		ug/l	all	21.6857142857143	21.9838424399809
1980-03-05	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Ulnaria	delicatissima var. angustissima		ug/l	all	1.42857142857143	0.769087870915378
1980-03-05	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Ulnaria	ulna		ug/l	all	0.357142857142857	0.154882359783139
1980-03-05	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Tabellariales	Tabellariaceae	Tabellaria	fenestrata		ug/l	all	3.32142857142857	3.52840500143187
1980-03-05	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Thalassiophysales	Catenulaceae	Amphora	sp		ug/l	all	0.571428571428571	0.379471466884878
1980-03-05	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Cyclotella	sp		ug/l	all	1.92857142857143	1.04396317818173
1980-03-05	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Stephanodiscus	sp		ug/l	all	12.8571428571429	9.28498642345326
1980-03-05	eukaryota	Chromista	Ochrophyta	Synurophyceae	Ochromonadales	Ochromonadaceae	Erkenia	subaequiciliata		ug/l	all	3.21428571428571	1.5492798638235
1980-03-05	eukaryota	Chromista	Ochrophyta	Synurophyceae	Synurales	Mallomonadaceae	Mallomonas	akrokomos		ug/l	all	2.25	1.21284674722306
1980-03-05	eukaryota	Plantae	Charophyta	Conjugatophyceae	Desmidiales	Closteriaceae	Closterium	aciculare		ug/l	all	0.828571428571429	0.649596149073363
1980-03-05	eukaryota	Plantae	Charophyta	Conjugatophyceae	Desmidiales	Closteriaceae	Closterium	sp		ug/l	all	5.17857142857143	2.66200053500217
1980-03-05	eukaryota	Plantae	Charophyta	Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	sp		ug/l	all	6.42857142857143	4.44524128859395
1980-03-05	eukaryota	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Hydrodictyaceae	Pediastrum	sp		ug/l	all	0.5	0.294176159254511
1980-03-05	eukaryota	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Hydrodictyaceae	Tetraedron	minimum		ug/l	all	0.0142857142857143	0.00866652733317896
1980-03-05	eukaryota	Plantae	Chlorophyta	Chlorophyceae	Volvocales	Phacotaceae	Phacotus	lenticularis		ug/l	all	0.335714285714286	0.360664740849043
1980-03-05	eukaryota	Plantae	Chlorophyta	Chlorophyceae	Volvocales	Volvocaceae	Pandorina	morum		ug/l	all	5.14285714285714	4.31563541441931
1980-03-05	eukaryota	Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Oocystaceae	Oocystis	sp	(>5 um)	ug/l	all	0.214285714285714	0.130649980322846
1980-03-05	eukaryota	Protozoa	Dinophyta	Dinophyceae	Gonyaulacales	Ceratiaceae	Ceratium	hirundinella		ug/l	all	4.28571428571429	0.590861427833047
1980-03-05	eukaryota	Protozoa	Dinophyta	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	helveticum		ug/l	all	7.85714285714286	4.56048503236108
1980-03-05	eukaryota	Protozoa	Dinophyta	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	sp		ug/l	all	7.02857142857143	3.60849660002094
1980-03-05	prokaryota	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Aphanizomenon	flos-aquae		ug/l	all	1.27142857142857	0.827820358124253
1980-03-05	prokaryota	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Oscillatoria	limosa		ug/l	all	3.42857142857143	1.16596038176723
1980-03-05	prokaryota	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Phormidiaceae	Planktothrix	rubescens		ug/l	all	18.5571428571429	13.5434602455574
1980-03-05	prokaryota	Bacteria	Cyanobacteria	Cyanophyceae	Pseudanabaenales	Pseudanabaenaceae	Planktolyngbya	limnetica		ug/l	all	0.00857142857142857	0.00522599921291385
1980-03-05	prokaryota	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Leptothrix	echinata		ug/l	all	1.43571428571429	1.84883955125223
1980-03-05	prokaryota	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Leptothrix	pseudovacuolata		ug/l	all	0.0428571428571429	0.0273039440026249
1980-04-09	eukaryota									ug/l	biomass only	8.21428571428571	4.93453995386663
1980-04-09	eukaryota								(>4 um)	ug/l	biomass only	103.714285714286	57.8641897643083
1980-04-09	eukaryota	Chromista	Cryptophyta	Cryptophyceae	Cryptomonadales	Cryptomonadaceae	Cryptomonas	sp		ug/l	all	71.25	37.2171812446461
1980-04-09	eukaryota	Chromista	Cryptophyta	Cryptophyceae	Pyrenomonadales	Pyrenomonadaceae	Rhodomonas	sp		ug/l	all	165.714285714286	78.3407057247909
1980-04-09	eukaryota	Chromista	Ochrophyta	Bacillariophyceae						ug/l	biomass only	0.857142857142857	0.508571122025058
1980-04-09	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	granulata	(>9 um)	ug/l	all	208.714285714286	133.24051758805
1980-04-09	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	sp		ug/l	all	3.6	2.22004255354822
1980-04-09	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Centrales				small	ug/l	biomass only	586.628571428571	444.736541138594
1980-04-09	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Cymbellales	Cymbellaceae	Cymbella	sp		ug/l	all	0.914285714285714	0.550156777799889
1980-04-09	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Cymbellales	Gomphonemataceae	Gomphonema	sp		ug/l	all	0.457142857142857	0.296490424720798
1980-04-09	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Asterionella	formosa		ug/l	all	21.7142857142857	14.6496322483011
1980-04-09	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Diatoma	tenuis		ug/l	all	2.90714285714286	1.94073553151832
1980-04-09	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Diatoma	vulgaris		ug/l	all	1.72857142857143	0.878115819668238
1980-04-09	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria	crotonensis		ug/l	all	54.9428571428571	32.5149545760477
1980-04-09	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Ulnaria	acus		ug/l	all	0.0285714285714286	0.00393907618555365
1980-04-09	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Ulnaria	delicatissima var. angustissima		ug/l	all	4.28571428571429	2.77759945793536
1980-04-09	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Ulnaria	ulna		ug/l	all	0.178571428571429	0.105062914019468
1980-04-09	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Melosirales	Melosiraceae	Melosira	varians		ug/l	all	57.5357142857143	30.3400102277047
1980-04-09	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Pinnulariaceae	Pinnularia	sp		ug/l	all	0.571428571428571	0.418317953919304
1980-04-09	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Tabellariales	Tabellariaceae	Tabellaria	fenestrata		ug/l	all	3.42857142857143	1.49496144809807
1980-04-09	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Stephanodiscus	binderanus		ug/l	all	6.34285714285714	4.19326466101677
1980-04-09	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Stephanodiscus	sp		ug/l	all	18.2142857142857	10.6428916062885
1980-04-09	eukaryota	Chromista	Ochrophyta	Chrysophyceae	Chromulinales	Dinobryaceae	Dinobryon	sp		ug/l	all	2.17142857142857	1.14254784624273
1980-04-09	eukaryota	Chromista	Ochrophyta	Synurophyceae	Ochromonadales	Ochromonadaceae	Erkenia	subaequiciliata		ug/l	all	13.9285714285714	7.30890685803952
1980-04-09	eukaryota	Chromista	Ochrophyta	Synurophyceae	Synurales	Mallomonadaceae	Mallomonas	akrokomos		ug/l	all	1.71428571428571	1.05986878532623
1980-04-09	eukaryota	Plantae	Charophyta	Conjugatophyceae	Desmidiales	Closteriaceae	Closterium	sp		ug/l	all	2.48571428571429	1.55439096198111
1980-04-09	eukaryota	Plantae	Charophyta	Conjugatophyceae	Desmidiales	Desmidiaceae	Cosmarium	sp		ug/l	all	0.0928571428571429	0.0546327152901235
1980-04-09	eukaryota	Plantae	Charophyta	Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	sp		ug/l	all	3.57142857142857	2.02132211011947
1980-04-09	eukaryota	Plantae	Charophyta	Klebsormidiophyceae	Klebsormidiales	Elakatotrichaceae	Elakatothrix	gelatinosa		ug/l	all	0.128571428571429	0.0828109841532318
1980-04-09	eukaryota	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Hydrodictyaceae	Pediastrum	sp		ug/l	all	1	0.474885843094362
1980-04-09	eukaryota	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Radiococcaceae	Eutetramorus	sp		ug/l	all	0.714285714285714	0.971067095664265
1980-04-09	eukaryota	Plantae	Chlorophyta	Chlorophyceae	Volvocales	Phacotaceae	Phacotus	lenticularis		ug/l	all	0.0714285714285714	0.057005633426628
1980-04-09	eukaryota	Plantae	Chlorophyta	Chlorophyceae	Volvocales	Volvocaceae	Pandorina	morum		ug/l	all	38.5714285714286	21.0114249683968
1980-04-09	eukaryota	Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Actinastrum	hantzschii		ug/l	all	0.357142857142857	0.228399332302247
1980-04-09	eukaryota	Protozoa	Dinophyta	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	helveticum		ug/l	all	89.5714285714286	52.8271306699211
1980-04-09	eukaryota	Protozoa	Dinophyta	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	sp		ug/l	all	5.77142857142857	3.96402153799311
1980-04-09	prokaryota	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Anabaena	flos-aquae		ug/l	all	0.567857142857143	0.193112188230197
1980-04-09	prokaryota	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Aphanizomenon	flos-aquae		ug/l	all	5.05	2.76076846030881
1980-04-09	prokaryota	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Oscillatoria	limosa		ug/l	all	2.57142857142857	1.51290596188034
1980-04-09	prokaryota	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Phormidiaceae	Planktothrix	rubescens		ug/l	all	18.1785714285714	12.6165758227186
1980-04-09	prokaryota	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Leptothrix	echinata		ug/l	all	0.00714285714285714	0.00376621026264382
1980-05-07	eukaryota									ug/l	biomass only	15.8685714285714	7.52287564597794
1980-05-07	eukaryota								(>4 um)	ug/l	biomass only	183.385714285714	72.1150979135866
1980-05-07	eukaryota	Chromista	Cryptophyta	Cryptophyceae	Cryptomonadales	Cryptomonadaceae	Cryptomonas	sp		ug/l	all	273.6	73.6895310265287
1980-05-07	eukaryota	Chromista	Cryptophyta	Cryptophyceae	Pyrenomonadales	Pyrenomonadaceae	Rhodomonas	sp		ug/l	all	257.714285714286	80.1233597625637
1980-05-07	eukaryota	Chromista	Ochrophyta	Bacillariophyceae						ug/l	biomass only	1.71428571428571	0.723305800054375
1980-05-07	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	granulata	(>9 um)	ug/l	all	162.4	118.550323573475
1980-05-07	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	sp		ug/l	all	0.114285714285714	0.0672402649724597
1980-05-07	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	sp		ug/l	all	10.5142857142857	3.83902327300744
1980-05-07	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Centrales				small	ug/l	biomass only	143.485714285714	67.4728320045056
1980-05-07	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Cymbellales	Cymbellaceae	Cymbella	sp		ug/l	all	0.114285714285714	0.155370735306282
1980-05-07	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Asterionella	formosa		ug/l	all	22.0571428571429	11.3638692714847
1980-05-07	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Diatoma	vulgaris		ug/l	all	5.42142857142857	2.36660656423905
1980-05-07	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria	capucina		ug/l	all	6.92857142857143	3.85885899370697
1980-05-07	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria	crotonensis		ug/l	all	294.428571428571	174.644210677964
1980-05-07	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Ulnaria	delicatissima var. angustissima		ug/l	all	1.78571428571429	0.983001308057073
1980-05-07	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Ulnaria	ulna		ug/l	all	0.178571428571429	0.0607271032170432
1980-05-07	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Melosirales	Melosiraceae	Melosira	varians		ug/l	all	11.5714285714286	15.7312869497611
1980-05-07	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Pinnulariaceae	Pinnularia	sp		ug/l	all	0.285714285714286	0.0682770635014028
1980-05-07	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Thalassiophysales	Catenulaceae	Amphora	sp		ug/l	all	0.114285714285714	0.0672402649724597
1980-05-07	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Stephanodiscus	sp		ug/l	all	9	5.59016259865563
1980-05-07	eukaryota	Chromista	Ochrophyta	Chrysophyceae	Chromulinales	Dinobryaceae	Dinobryon	sp		ug/l	all	16.7428571428571	7.38044394116002
1980-05-07	eukaryota	Chromista	Ochrophyta	Synurophyceae	Ochromonadales	Ochromonadaceae	Erkenia	subaequiciliata		ug/l	all	1.07142857142857	0.652305689232783
1980-05-07	eukaryota	Chromista	Ochrophyta	Synurophyceae	Synurales	Mallomonadaceae	Mallomonas	akrokomos		ug/l	all	7.17857142857143	1.94458085052702
1980-05-07	eukaryota	Plantae	Charophyta	Conjugatophyceae	Desmidiales	Closteriaceae	Closterium	aciculare		ug/l	all	0.207142857142857	0.173824204191889
1980-05-07	eukaryota	Plantae	Charophyta	Conjugatophyceae	Desmidiales	Closteriaceae	Closterium	sp		ug/l	all	1.65714285714286	1.04429507560487
1980-05-07	eukaryota	Plantae	Charophyta	Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	sp		ug/l	all	2.14285714285714	0.975527225321209
1980-05-07	eukaryota	Plantae	Charophyta	Conjugatophyceae	Zygnematales	Zygnemataceae	Mougeotia	sp		ug/l	all	3.08571428571429	1.97337023109142
1980-05-07	eukaryota	Plantae	Charophyta	Klebsormidiophyceae	Klebsormidiales	Elakatotrichaceae	Elakatothrix	gelatinosa		ug/l	all	0.742857142857143	0.370799425824546
1980-05-07	eukaryota	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Chariaceae	Ankyra	sp		ug/l	all	0.0285714285714286	0.0182719465841798
1980-05-07	eukaryota	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Tetrastrum	sp		ug/l	all	0.357142857142857	0.186202447861461
1980-05-07	eukaryota	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Kirchneriella	sp		ug/l	all	0.857142857142857	0.548158397525394
1980-05-07	eukaryota	Plantae	Chlorophyta	Chlorophyceae	Volvocales	Phacotaceae	Phacotus	lenticularis		ug/l	all	0.0428571428571429	0.022362447365499
1980-05-07	eukaryota	Plantae	Chlorophyta	Chlorophyceae	Volvocales	Volvocaceae	Pandorina	morum		ug/l	all	95.1428571428571	43.3330905919622
1980-05-07	eukaryota	Protozoa	Dinophyta	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	helveticum		ug/l	all	36.1428571428571	20.9178189877422
1980-05-07	eukaryota	Protozoa	Dinophyta	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	sp		ug/l	all	2.74285714285714	1.54316925197743
1980-05-07	prokaryota	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Aphanizomenon	flos-aquae		ug/l	all	95.5642857142857	36.8635518679
1980-05-07	prokaryota	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Phormidiaceae	Planktothrix	rubescens		ug/l	all	9.49285714285714	7.19015200407158
1980-05-07	prokaryota	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Leptothrix	echinata		ug/l	all	0.0142857142857143	0.00840503312155746
1980-06-04	eukaryota									ug/l	biomass only	2.37142857142857	1.47121977879115
1980-06-04	eukaryota								(>4 um)	ug/l	biomass only	33.7857142857143	18.82863426559
1980-06-04	eukaryota	Chromista	Cryptophyta	Cryptophyceae	Cryptomonadales	Cryptomonadaceae	Cryptomonas	sp		ug/l	all	356.1	121.84365578783
1980-06-04	eukaryota	Chromista	Cryptophyta	Cryptophyceae	Pyrenomonadales	Pyrenomonadaceae	Rhodomonas	sp		ug/l	all	103.142857142857	46.0210735818786
1980-06-04	eukaryota	Chromista	Ochrophyta	Bacillariophyceae						ug/l	biomass only	0.514285714285714	0.407770190653598
1980-06-04	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	granulata	(>9 um)	ug/l	all	3.77142857142857	2.21892874409117
1980-06-04	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	sp		ug/l	all	1.02857142857143	0.660807699186278
1980-06-04	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Centrales				small	ug/l	biomass only	7.2	4.6668805979302
1980-06-04	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Asterionella	formosa		ug/l	all	34.1428571428571	18.141002717193
1980-06-04	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Diatoma	tenuis		ug/l	all	0.628571428571429	0.405386864770913
1980-06-04	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria	crotonensis		ug/l	all	7.62857142857143	5.25995526800549
1980-06-04	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Ulnaria	delicatissima var. angustissima		ug/l	all	0.178571428571429	0.242766773916066
1980-06-04	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Stephanodiscus	sp		ug/l	all	0.857142857142857	0.843940218044251
1980-06-04	eukaryota	Chromista	Ochrophyta	Chrysophyceae	Chromulinales	Dinobryaceae	Dinobryon	sp		ug/l	all	5.82857142857143	3.0391004191386
1980-06-04	eukaryota	Chromista	Ochrophyta	Synurophyceae	Ochromonadales	Ochromonadaceae	Erkenia	subaequiciliata		ug/l	all	0.75	0.391929864422143
1980-06-04	eukaryota	Plantae	Charophyta	Conjugatophyceae	Desmidiales	Closteriaceae	Closterium	aciculare		ug/l	all	0.207142857142857	0.173824204191889
1980-06-04	eukaryota	Plantae	Charophyta	Conjugatophyceae	Desmidiales	Closteriaceae	Closterium	sp		ug/l	all	1.03571428571429	0.6218919175646
1980-06-04	eukaryota	Plantae	Charophyta	Conjugatophyceae	Desmidiales	Desmidiaceae	Cosmarium	sp		ug/l	all	0.0928571428571429	0.0315780936728625
1980-06-04	eukaryota	Plantae	Charophyta	Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	sp		ug/l	all	2.85714285714286	1.56635981079056
1980-06-04	eukaryota	Plantae	Charophyta	Conjugatophyceae	Zygnematales	Zygnemataceae	Mougeotia	sp		ug/l	all	5.14285714285714	4.31563541441931
1980-06-04	eukaryota	Plantae	Charophyta	Klebsormidiophyceae	Klebsormidiales	Elakatotrichaceae	Elakatothrix	gelatinosa		ug/l	all	2.64285714285714	1.26602082502738
1980-06-04	eukaryota	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Characiaceae	Schroederia	sp		ug/l	all	8.32142857142857	3.43917247053885
1980-06-04	eukaryota	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Hydrodictyaceae	Pediastrum	sp		ug/l	all	0.5	0.419575665290766
1980-06-04	eukaryota	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Neochloridaceae	Planktosphaeria	gelatinosa		ug/l	all	1.78571428571429	0.792329538544646
1980-06-04	eukaryota	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Radiococcaceae	Eutetramorus	sp		ug/l	all	7.14285714285714	2.89448799863065
1980-06-04	eukaryota	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Tetrastrum	sp		ug/l	all	0.25	0.118446097852913
1980-06-04	eukaryota	Plantae	Chlorophyta	Chlorophyceae	Volvocales	Phacotaceae	Phacotus	lenticularis		ug/l	all	0.0928571428571429	0.048391987148286
1980-06-04	eukaryota	Plantae	Chlorophyta	Chlorophyceae	Volvocales	Volvocaceae	Pandorina	morum		ug/l	all	205.714285714286	101.128569012886
1980-06-04	eukaryota	Plantae	Chlorophyta	Ulvophyceae	Ulotrichales	Ulotrichaceae	Ulothrix	sp		ug/l	all	2.71428571428571	1.73583492549708
1980-06-04	eukaryota	Protozoa	Dinophyta	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	helveticum		ug/l	all	19.6428571428571	13.9786071318177
1980-06-04	eukaryota	Protozoa	Dinophyta	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	sp		ug/l	all	0.457142857142857	0.389938181846463
1980-06-04	eukaryota	Protozoa	Dinophyta	Dinophyceae	Peridiniales	Peridiniaceae	Peridinium	sp		ug/l	all	7.14285714285714	7.1393288013438
1980-06-04	prokaryota	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Aphanizomenon	flos-aquae		ug/l	all	275.335714285714	102.220906841186
1980-06-04	prokaryota	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Phormidiaceae	Planktothrix	rubescens		ug/l	all	2.12142857142857	1.73825794041801
1980-06-04	prokaryota	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Leptothrix	echinata		ug/l	all	0.385714285714286	0.094902954814587
1980-07-09	eukaryota									ug/l	biomass only	2.36857142857143	1.3902399038871
1980-07-09	eukaryota								(>4 um)	ug/l	biomass only	87.9214285714286	48.2134903547191
1980-07-09	eukaryota	Chromista	Cryptophyta	Cryptophyceae	Cryptomonadales	Cryptomonadaceae	Cryptomonas	sp		ug/l	all	235.65	104.740380507004
1980-07-09	eukaryota	Chromista	Cryptophyta	Cryptophyceae	Pyrenomonadales	Pyrenomonadaceae	Rhodomonas	sp		ug/l	all	112.857142857143	50.7267842822097
1980-07-09	eukaryota	Chromista	Ochrophyta	Bacillariophyceae						ug/l	biomass only	0.342857142857143	0.149103455281235
1980-07-09	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Cocconeidaceae	Cocconeis	sp		ug/l	all	0.228571428571429	0.111659313951533
1980-07-09	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	granulata	(>9 um)	ug/l	all	32.4857142857143	18.2423716299377
1980-07-09	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	sp		ug/l	all	1.54285714285714	0.905905717589016
1980-07-09	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Centrales				small	ug/l	biomass only	22.9714285714286	11.8674485178801
1980-07-09	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Cymbellales	Cymbellaceae	Cymbella	sp		ug/l	all	0.114285714285714	0.069679989505518
1980-07-09	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Cymbellales	Gomphonemataceae	Gomphonema	sp		ug/l	all	0.114285714285714	0.0672402649724597
1980-07-09	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Asterionella	formosa		ug/l	all	314.4	192.891379873048
1980-07-09	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Diatoma	vulgaris		ug/l	all	0.314285714285714	0.153935557043987
1980-07-09	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria	crotonensis		ug/l	all	13.0285714285714	12.114956868959
1980-07-09	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Ulnaria	delicatissima var. angustissima		ug/l	all	0.357142857142857	0.165790017236511
